,_geopoint,adresse_ban,numero_dpe,etiquette_dpe,etiquette_ges,conso_5_usages_par_m2_ef,emission_ges_5_usages_par_m2,categorie_enr,date_visite_diagnostiqueur
5757,"48.84643202413541,2.405943002097207",81 Avenue du Docteur Arnold Netter 75012 Paris,2375N4121256E,C,C,74.8,12.5,réseau de chaleur ou de froid vertueux,2023-11-20
5758,"48.82741701985551,2.3308979564080134",7 Rue Couche 75014 Paris,2275N1071716D,C,C,59.0,12.0,,2022-04-13
5759,"48.84995400321463,2.311448012963403",48 Avenue de Breteuil 75007 Paris,2175N0499584A,A,A,56.0,1.0,panneaux solaires thermiques,2021-10-03
5760,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1192520L,A,A,18.4,1.3,Il existe plusieurs descriptifs ENR,2022-05-30
5761,"48.89360497196748,2.349261067593661",120 Rue de Clignancourt 75018 Paris,2475N0093065U,A,A,14.3,3.1,panneaux solaires photovoltaïques,2024-01-08
5762,"48.8547269594012,2.39899902877664",38 Rue de Terre Neuve 75020 Paris,2375N1736551T,B,B,29.9,6.3,,2023-04-19
5763,"48.86976504350663,2.405120008985746",11 Rue Haxo 75020 Paris,2375N3647152K,C,C,107.0,23.0,,2023-08-21
5764,"48.836651033793174,2.2930699414075817",37 Rue Saint-Lambert 75015 Paris,2175N0503799D,B,B,67.0,10.0,,2021-07-19
5765,"48.89502602383224,2.371699011130133",182 Rue d'Aubervilliers 75019 Paris,2275N1345727A,C,C,90.3,19.8,,2022-06-08
5766,"48.89755004487426,2.3377980388537423",106 Rue du Poteau 75018 Paris,2375N4226090G,C,C,84.3,18.3,panneaux solaires photovoltaïques,2023-03-06
5767,"48.816886994730005,2.3589389686490447",16 Rue Germaine Krull 75013 Paris,2575N0114368E,A,A,33.0,2.0,pompe à chaleur,2024-12-09
5768,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2246138F,B,B,56.2,9.6,réseau de chaleur ou de froid vertueux,2022-09-28
5769,"48.83893598306376,2.3207939487829155",11 Rue du Commandant René Mouchotte 75014 Paris,2375N4437973P,B,B,51.0,9.0,,2023-12-13
5770,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0116699V,C,C,87.0,19.0,pompe à chaleur,2024-12-10
5771,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2247235K,B,B,56.0,9.7,réseau de chaleur ou de froid vertueux,2022-09-28
5772,"48.88613797486515,2.3828069555163283",Avenue Jean Jaurès 75019 Paris,2175N0937483H,B,B,54.0,8.0,,2021-10-19
5773,"48.87021303208189,2.4042760664362475",30 Rue du Groupe Manouchian 75020 Paris,2275N3219396F,C,C,81.5,17.7,,2022-09-21
5774,"48.82754200129207,2.3792399441980243",71 Avenue de France 75013 Paris,2375N3284713L,B,B,63.0,10.4,réseau de chaleur ou de froid vertueux,2023-09-20
5775,"48.82716396478538,2.3795980616521337",61 Avenue de France 75013 Paris,2375N3205703P,B,B,52.5,8.6,réseau de chaleur ou de froid vertueux,2023-09-20
5776,"48.84267703271404,2.3056680542510013",44 Rue Blomet 75015 Paris,2475N0566015E,B,B,43.0,9.2,,2023-12-03
5777,"48.833425008870904,2.363607939361549",Rue Jeanne dâ€™Arc 75013 Paris,2175N0878331F,A,A,50.0,0.1,,2021-10-19
5778,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2136253W,B,B,35.2,10.6,,2022-09-07
5779,"48.89678301934797,2.372899933316069",16 Voie Eu/19 75019 Paris,2275N1129311I,A,A,28.9,2.1,Il existe plusieurs descriptifs ENR,2022-05-22
5780,"48.846810958508954,2.3807470098812527",47 Boulevard Diderot 75012 Paris,2180N0951257G,C,C,107.6,23.9,,2021-12-19
5781,"48.84643202413541,2.405943002097207",81 Avenue du Docteur Arnold Netter 75012 Paris,2375N4121267P,B,B,52.3,8.5,réseau de chaleur ou de froid vertueux,2023-11-20
5782,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0130702K,C,C,55.0,12.0,,2024-12-10
5783,"48.83131399584323,2.3375189871531585",20 Rue Dareau 75014 Paris,2475N2745682N,B,A,91.0,6.0,,2024-07-25
5784,"48.89535897420391,2.3585060634025963",59b Rue de la Chapelle 75018 Paris,2275N2041551M,C,C,53.5,19.7,,2022-09-07
5785,"48.875535956163105,2.4112280670689787",Rue Paul Meurice 75020 Paris,2375N3010475V,B,A,110.0,3.0,Il existe plusieurs descriptifs ENR,2023-07-24
5786,"48.82583401702859,2.3831709354791166",46 Rue Jean-Baptiste Berlier 75013 Paris,2375N1501200U,A,A,50.0,3.0,réseau de chaleur ou de froid vertueux,2023-05-03
5787,"48.84995400321463,2.311448012963403",48 Avenue de Breteuil 75007 Paris,2175N0396098U,A,A,56.0,0.1,,2021-09-22
5788,"48.89502602383224,2.371699011130133",182 Rue d'Aubervilliers 75019 Paris,2275N1346283K,C,C,80.3,17.5,,2022-06-08
5789,"48.836651033793174,2.2930699414075817",37 Rue Saint-Lambert 75015 Paris,2175N0512323Z,B,B,59.0,9.0,,2021-07-19
5790,"48.81777103344485,2.3577390118601893",Rue Paul Bourget 75013 Paris,2475N2306756T,C,C,122.0,27.0,cogénération,2024-06-23
5791,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1228102Z,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
5792,"48.86140197674193,2.3862899490488356",5 Rue René Villermé 75011 Paris,2291N2458785O,C,A,52.7,3.7,,2022-05-10
5793,"48.86397602348154,2.365210039760931",64 Rue de Saintonge 75003 Paris,2275N2948802T,C,C,64.0,13.0,,2022-12-05
5794,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2247277A,B,B,56.0,9.7,réseau de chaleur ou de froid vertueux,2022-09-28
5795,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2136251U,C,C,35.8,11.5,,2022-09-07
5796,"48.81720697470296,2.3591029571998248",8 Rue Germaine Krull 75013 Paris,2575N0116851R,C,C,56.0,12.0,pompe à chaleur,2024-12-10
5797,"48.84272899031486,2.2603320478138773",69 Boulevard Exelmans 75016 Paris,2275N2488290T,C,C,66.9,14.1,pompe à chaleur,2022-10-12
5798,"48.890493956627765,2.360227949980703",4 Rue de la Chapelle 75018 Paris,2475N3709535U,A,A,40.6,4.7,Il existe plusieurs descriptifs ENR,2024-10-21
5799,"48.816886994730005,2.3589389686490447",16 Rue Germaine Krull 75013 Paris,2575N0137576U,A,A,33.0,2.0,pompe à chaleur,2024-12-09
5800,"48.895067036589474,2.3375080036996607",122 Rue Damrémont 75018 Paris,2275N0166380N,C,C,58.8,12.9,panneaux solaires photovoltaïques,2022-01-19
5801,"48.895067036589474,2.3375080036996607",122 Rue Damrémont 75018 Paris,2275N0166077W,C,C,58.8,12.9,panneaux solaires photovoltaïques,2022-01-19
5802,"48.83111701786987,2.3294309826496624",42 Avenue du Général Leclerc 75014 Paris,2275N1629971M,C,C,65.0,13.8,,2022-07-17
5803,"48.832272972636574,2.3984450278237084",19 Boulevard Poniatowski 75012 Paris,2475N1443573K,B,A,33.0,2.0,pompe à chaleur,2024-04-17
5804,"48.875269964692954,2.412533950131655",15 Rue des Frères Flavien 75020 Paris,2475N1121668L,A,A,58.7,1.8,Il existe plusieurs descriptifs ENR,2024-02-20
5805,"48.87550495652317,2.412459992853479",21 Rue des Frères Flavien 75020 Paris,2475N1855465K,B,A,80.8,2.5,Il existe plusieurs descriptifs ENR,2024-02-20
5806,"48.89428096187521,2.3581539525834145",Rue de la Chapelle 75018 Paris,2275N0380865Y,B,A,99.0,4.0,,2022-02-23
5807,"48.87550495652317,2.412459992853479",21 Rue des Frères Flavien 75020 Paris,2475N1855436H,B,A,80.8,2.5,Il existe plusieurs descriptifs ENR,2024-02-20
5808,"48.89502602383224,2.371699011130133",182 Rue d'Aubervilliers 75019 Paris,2275N1346315Q,C,C,84.0,18.4,,2022-06-08
5809,"48.816886994730005,2.3589389686490447",16 Rue Germaine Krull 75013 Paris,2575N0137618K,A,A,33.0,2.0,pompe à chaleur,2024-12-09
5810,"48.86397602348154,2.365210039760931",64 Rue de Saintonge 75003 Paris,2275N2948797O,C,C,69.0,14.0,,2022-12-05
5811,"48.87558599992625,2.3929959687613938",197 Rue de Belleville 75019 Paris,2375N2839430E,A,A,63.0,4.0,,2023-08-21
5812,"48.847284972717425,2.2966070126246314",5 Rue Frémicourt 75015 Paris,2275N0912417G,A,A,12.0,1.0,,2022-04-27
5813,"48.84995400321463,2.311448012963403",48 Avenue de Breteuil 75007 Paris,2175N0499888S,A,A,56.0,1.0,panneaux solaires thermiques,2021-10-03
5814,"48.8933119663373,2.315717957545147",188b Avenue de Clichy 75017 Paris,2475N2329458X,A,A,51.0,3.0,,2024-05-15
5815,"48.82754200129207,2.3792399441980243",71 Avenue de France 75013 Paris,2375N3284727Z,B,B,56.7,9.3,réseau de chaleur ou de froid vertueux,2023-09-20
5816,"48.89428096187521,2.3581539525834145",Rue de la Chapelle 75018 Paris,2275N0380743G,B,A,69.0,2.0,,2022-02-23
5817,"48.89502602383224,2.371699011130133",182 Rue d'Aubervilliers 75019 Paris,2275N1345767O,C,C,95.8,21.1,,2022-06-08
5818,"48.89428096187521,2.3581539525834145",Rue de la Chapelle 75018 Paris,2275N0380894B,B,A,94.0,4.0,,2022-02-23
5819,"48.89237302794069,2.3526859979856845",1 Allée d'Andrézieux 75018 Paris,2475N3222376X,A,A,31.6,2.1,Il existe plusieurs descriptifs ENR,2024-08-28
5820,"48.82747298707199,2.3793030169380374",69 Avenue de France 75013 Paris,2375N3285253F,B,B,47.5,7.7,réseau de chaleur ou de froid vertueux,2023-09-20
5821,"48.87379800707683,2.3594740283438753",10 Passage Dubail 75010 Paris,2475N4139046L,C,C,81.0,17.0,panneaux solaires photovoltaïques,2024-11-21
5822,"48.875269964692954,2.412533950131655",15 Rue des Frères Flavien 75020 Paris,2475N1121662F,A,A,56.0,1.8,Il existe plusieurs descriptifs ENR,2024-02-20
5823,"48.89678301934797,2.372899933316069",16 Voie Eu/19 75019 Paris,2275N1129293Q,A,A,28.9,2.1,Il existe plusieurs descriptifs ENR,2022-05-22
5824,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2246239C,B,B,56.2,9.6,réseau de chaleur ou de froid vertueux,2022-09-28
5825,"48.875269964692954,2.412533950131655",15 Rue des Frères Flavien 75020 Paris,2475N1121660D,B,A,65.9,2.1,Il existe plusieurs descriptifs ENR,2024-02-20
5826,"48.8336770126128,2.4022919710703787",73 Boulevard Poniatowski 75012 Paris,2475N1134130T,B,B,47.6,8.3,chauffe-eau thermodynamique,2024-01-09
5827,"48.88088198831133,2.3936199756433822",Villa de Lorraine 75019 Paris,2249N0830964L,A,A,15.4,0.9,pompe à chaleur,2022-04-03
5828,"48.875528016770936,2.394047978343679",207 Rue de Belleville 75019 Paris,2375N4334191Z,B,A,77.0,5.0,,2023-12-14
5829,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2136239I,B,B,32.3,10.2,,2022-09-07
5830,"48.816886994730005,2.3589389686490447",16 Rue Germaine Krull 75013 Paris,2575N0137726O,A,A,33.0,2.0,pompe à chaleur,2024-12-09
5831,"48.84995400321463,2.311448012963403",48 Avenue de Breteuil 75007 Paris,2175N0499913R,A,A,59.0,1.0,panneaux solaires thermiques,2021-10-03
5832,"48.875269964692954,2.412533950131655",15 Rue des Frères Flavien 75020 Paris,2475N1160672P,A,A,55.4,1.7,Il existe plusieurs descriptifs ENR,2024-02-20
5833,"48.875420007690586,2.412486037976819",19 Rue des Frères Flavien 75020 Paris,2475N1855460F,A,A,57.4,1.8,Il existe plusieurs descriptifs ENR,2024-02-20
5834,"48.83732501805456,2.3918729863104717",4 Rue de la Lancette 75012 Paris,2475N2374588R,C,C,54.4,11.9,,2024-05-26
5835,"48.87503796991122,2.4119910682573873",3 Rue Bessie Coleman 75020 Paris,2475N1013821M,B,A,59.1,2.4,Il existe plusieurs descriptifs ENR,2024-01-02
5836,"48.88940299732564,2.3219860503476637",105 Avenue de Clichy 75017 Paris,2275N0196167E,C,C,81.0,17.0,,2022-01-31
5837,"48.816886994730005,2.3589389686490447",16 Rue Germaine Krull 75013 Paris,2575N0114473F,A,A,33.0,2.0,pompe à chaleur,2024-12-09
5838,"48.836651033793174,2.2930699414075817",37 Rue Saint-Lambert 75015 Paris,2175N0503782M,C,C,112.0,18.0,,2021-07-19
5839,"48.89502602383224,2.371699011130133",182 Rue d'Aubervilliers 75019 Paris,2275N1347482N,C,C,84.7,18.5,,2022-06-08
5840,"48.83834795814197,2.371533980234012",Rue Fulton 75013 Paris,2275N2136287E,B,B,35.4,10.8,,2022-09-07
5841,"48.88156501130075,2.3660130118381213",206 Rue la Fayette 75010 Paris,2475N3616098B,B,B,59.3,8.7,Il existe plusieurs descriptifs ENR,2024-09-23
5842,"48.88798101051255,2.390665936003547",186 Avenue Jean Jaurès 75019 Paris,2175N0866477H,B,A,71.0,0.1,,2021-10-19
5843,"48.87503796991122,2.4119910682573873",3 Rue Bessie Coleman 75020 Paris,2475N0597965A,A,A,52.2,1.7,panneaux solaires photovoltaïques,2024-01-02
5844,"48.875331001376864,2.4125099473207445",17 Rue des Frères Flavien 75020 Paris,2475N1121674R,B,A,98.7,3.0,Il existe plusieurs descriptifs ENR,2024-02-20
5845,"48.82583401702859,2.3831709354791166",46 Rue Jean-Baptiste Berlier 75013 Paris,2375N1501161H,A,A,54.0,3.0,réseau de chaleur ou de froid vertueux,2023-05-03
5846,"48.82716396478538,2.3795980616521337",61 Avenue de France 75013 Paris,2375N3205348Y,B,B,62.9,10.4,réseau de chaleur ou de froid vertueux,2023-09-20
5847,"48.89502602383224,2.371699011130133",182 Rue d'Aubervilliers 75019 Paris,2275N1347587O,C,C,74.9,16.3,,2022-06-08
5848,"48.89535897420391,2.3585060634025963",59b Rue de la Chapelle 75018 Paris,2275N2041432X,C,C,53.5,19.7,,2022-09-07
5849,"48.81777103344485,2.3577390118601893",Rue Paul Bourget 75013 Paris,2475N2306811W,D,D,164.0,37.0,cogénération,2024-06-23
5850,"48.87379800707683,2.3594740283438753",10 Passage Dubail 75010 Paris,2475N4139025Q,C,C,83.0,17.0,panneaux solaires photovoltaïques,2024-11-21
5851,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1192187Q,A,A,17.6,1.2,pompe à chaleur,2022-05-30
5852,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1227923C,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
5853,"48.83732501805456,2.3918729863104717",4 Rue de la Lancette 75012 Paris,2475N2374592V,C,A,53.8,3.7,,2024-05-26
5854,"48.836651033793174,2.2930699414075817",37 Rue Saint-Lambert 75015 Paris,2175N0512360K,B,B,68.0,10.0,,2021-07-19
5855,"48.88725301295351,2.3598990164787814",40 Rue Marx Dormoy 75018 Paris,2375N1756713F,B,B,42.4,7.6,,2023-04-16
5856,"48.87418602512914,2.3985759874375407",7 Passage du Télégraphe 75020 Paris,2275N2896135C,C,C,62.3,13.0,,2022-11-30
5857,"48.87558599992625,2.3929959687613938",197 Rue de Belleville 75019 Paris,2375N4333664S,A,A,49.0,3.0,,2023-12-13
5858,"48.890493956627765,2.360227949980703",4 Rue de la Chapelle 75018 Paris,2475N3709691U,A,A,42.6,5.1,Il existe plusieurs descriptifs ENR,2024-10-21
5859,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2246922J,B,B,56.0,9.7,réseau de chaleur ou de froid vertueux,2022-09-28
5860,"48.88725301295351,2.3598990164787814",40 Rue Marx Dormoy 75018 Paris,2375N1756718K,B,B,34.7,6.4,,2023-04-16
5861,"48.854389028559616,2.381796034689783",8 Rue Godefroy Cavaignac 75011 Paris,2275N1299771M,C,C,64.0,14.0,,2022-06-12
5862,"48.89428096187521,2.3581539525834145",Rue de la Chapelle 75018 Paris,2275N0380785W,B,A,79.0,3.0,,2022-02-23
5863,"48.834720974155324,2.3197299611790845",53b Rue Raymond Losserand 75014 Paris,2175N0519996C,C,C,72.0,15.0,,2021-10-11
5864,"48.83111701786987,2.3294309826496624",42 Avenue du Général Leclerc 75014 Paris,2275N1464563Q,C,C,75.1,16.2,panneaux solaires thermiques,2022-06-27
5865,"48.82754200129207,2.3792399441980243",71 Avenue de France 75013 Paris,2375N3284904U,B,B,55.4,9.1,réseau de chaleur ou de froid vertueux,2023-09-20
5866,"48.829685003016706,2.315157001816516",21 Rue Jonquoy 75014 Paris,2475N1834654Z,C,C,64.1,13.8,panneaux solaires thermiques,2024-05-05
5867,"48.89428096187521,2.3581539525834145",Rue de la Chapelle 75018 Paris,2275N0380764B,B,A,69.0,2.0,,2022-02-23
5868,"48.816886994730005,2.3589389686490447",16 Rue Germaine Krull 75013 Paris,2575N0114415Z,A,A,33.0,2.0,pompe à chaleur,2024-12-09
5869,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2247331C,B,B,56.0,9.7,réseau de chaleur ou de froid vertueux,2022-09-28
5870,"48.87550495652317,2.412459992853479",21 Rue des Frères Flavien 75020 Paris,2475N1855498R,A,A,63.1,2.0,Il existe plusieurs descriptifs ENR,2024-02-20
5871,"48.87512100914614,2.2869370329612626",Rue du Bois de Boulogne 75016 Paris,2392N3608764P,C,C,72.1,15.9,,2023-07-23
5872,"48.89502602383224,2.371699011130133",182 Rue d'Aubervilliers 75019 Paris,2275N1346093C,C,C,90.0,19.7,,2022-06-08
5873,"48.82754200129207,2.3792399441980243",71 Avenue de France 75013 Paris,2375N3284750W,B,B,56.7,9.3,réseau de chaleur ou de froid vertueux,2023-09-20
5874,"48.87246395650188,2.391029059009897",357 Rue des Pyrénées 75020 Paris,2475N0909670R,B,A,49.0,3.0,,2024-03-10
5875,"48.89432196619741,2.31772997349172",31 Rue Boulay 75017 Paris,2475N2312746D,A,A,73.0,4.0,,2024-05-15
5876,"48.88637301498167,2.3919029500247397",93 Rue Petit 75019 Paris,2275N2246090J,B,B,56.2,9.6,réseau de chaleur ou de froid vertueux,2022-09-28
5877,"48.892618003061735,2.3738100191669687",4b Passage de Crimée 75019 Paris,2375N0678278Y,B,B,61.0,9.0,,2023-02-21
5878,"48.89187096568627,2.369838056749515",Rue d'Aubervilliers 75019 Paris,2275N1227872D,A,A,21.4,1.5,Il existe plusieurs descriptifs ENR,2022-06-02
5879,"48.81781404188524,2.3579600659633777",11 Rue Paul Bourget 75013 Paris,2375N2723364C,B,B,36.0,7.0,pompe à chaleur,2023-08-06
5880,"48.88613797486515,2.3828069555163283",Avenue Jean Jaurès 75019 Paris,2175N0937886U,B,B,64.0,10.0,,2021-10-19
5881,"48.8933119663373,2.315717957545147",188b Avenue de Clichy 75017 Paris,2475N2328234V,A,A,54.0,3.0,,2024-05-15
5882,"48.8500410141117,2.2917190373713154",12 Rue de Lourmel 75015 Paris,2375N0902047L,B,A,37.2,2.6,Il existe plusieurs descriptifs ENR,2023-03-14
5883,"48.89432196619741,2.31772997349172",31 Rue Boulay 75017 Paris,2475N2312742Z,B,A,73.0,4.0,,2024-05-15
5884,"48.877132028422274,2.3639110604720965",1 Rue Robert Blache 75010 Paris,2475N1786149K,C,C,59.0,12.0,,2021-12-22
5885,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413674Y,C,C,73.0,15.0,,2025-01-14
5886,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413678C,C,C,83.0,18.0,,2025-01-14
5887,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413644U,C,C,64.0,13.0,,2025-01-14
5888,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413647X,C,C,57.0,12.0,,2025-01-14
5889,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413519Z,C,C,62.0,13.0,,2025-01-14
5890,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413627D,C,C,54.0,11.0,,2025-01-14
5891,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413596Y,C,C,58.0,12.0,,2025-01-14
5892,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413637N,C,C,57.0,12.0,,2025-01-14
5893,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413629F,C,C,64.0,13.0,,2025-01-14
5894,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413607J,C,C,69.0,15.0,,2025-01-14
5895,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413656G,C,C,66.0,14.0,,2025-01-14
5896,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413667R,C,C,63.0,13.0,,2025-01-14
5897,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413623Z,C,C,64.0,13.0,,2025-01-14
5898,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413634K,C,C,64.0,13.0,,2025-01-14
5899,"48.83104196099659,2.3411380314191215",58 Rue de la Santé 75014 Paris,2575N0413617T,C,C,52.0,11.0,,2025-01-14
5900,"48.834597956511175,2.3111060484285657",15 Rue Alphonse Bertillon 75015 Paris,2575N0649583J,A,A,28.5,2.1,panneaux solaires photovoltaïques,2025-02-24
5901,"48.834597956511175,2.3111060484285657",15 Rue Alphonse Bertillon 75015 Paris,2575N0649603D,A,A,26.4,2.0,panneaux solaires photovoltaïques,2025-02-24
5902,"48.834597956511175,2.3111060484285657",15 Rue Alphonse Bertillon 75015 Paris,2575N0649631F,A,A,26.6,2.0,panneaux solaires photovoltaïques,2025-02-24
5903,"48.834597956511175,2.3111060484285657",15 Rue Alphonse Bertillon 75015 Paris,2575N0649587N,A,A,26.3,2.0,panneaux solaires photovoltaïques,2025-02-24
5904,"48.834597956511175,2.3111060484285657",15 Rue Alphonse Bertillon 75015 Paris,2575N0634697V,A,A,27.6,2.1,panneaux solaires photovoltaïques,2025-02-24
5905,"48.834597956511175,2.3111060484285657",15 Rue Alphonse Bertillon 75015 Paris,2575N0649550C,A,A,26.2,2.0,panneaux solaires photovoltaïques,2025-02-24
5906,"48.834597956511175,2.3111060484285657",15 Rue Alphonse Bertillon 75015 Paris,2575N0649591R,A,A,26.2,2.0,panneaux solaires photovoltaïques,2025-02-24
5907,"48.834597956511175,2.3111060484285657",15 Rue Alphonse Bertillon 75015 Paris,2575N0649486Q,A,A,28.7,2.1,panneaux solaires photovoltaïques,2025-02-24
5908,"48.834597956511175,2.3111060484285657",15 Rue Alphonse Bertillon 75015 Paris,2575N0649557J,A,A,26.5,2.0,panneaux solaires photovoltaïques,2025-02-24
5909,"48.834597956511175,2.3111060484285657",15 Rue Alphonse Bertillon 75015 Paris,2575N0649570W,A,A,29.8,2.2,panneaux solaires photovoltaïques,2025-02-24
5910,"48.834597956511175,2.3111060484285657",15 Rue Alphonse Bertillon 75015 Paris,2575N0649595V,A,A,26.5,2.0,panneaux solaires photovoltaïques,2025-02-24
5911,"48.834597956511175,2.3111060484285657",15 Rue Alphonse Bertillon 75015 Paris,2575N0649501F,A,A,26.7,2.0,panneaux solaires photovoltaïques,2025-02-24
5912,"48.834597956511175,2.3111060484285657",15 Rue Alphonse Bertillon 75015 Paris,2575N0649435R,A,A,28.5,2.1,panneaux solaires photovoltaïques,2025-02-24
5913,"48.834597956511175,2.3111060484285657",15 Rue Alphonse Bertillon 75015 Paris,2575N0649383R,B,A,36.4,2.7,panneaux solaires photovoltaïques,2025-02-24
